ID,timestamp,event
O23,1715850016.0,end_human_decision
O23,1715850021.0,end_human_ai_decision
O23,1715850023.0,feedback
O23,1715850046.0,end_human_decision
O23,1715850051.0,end_human_ai_decision
O23,1715850053.0,feedback
O23,1715850110.0,end_human_decision
O23,1715850115.0,end_human_ai_decision
O23,1715850117.0,feedback
O23,1715850169.0,end_human_decision
O23,1715850174.0,end_human_ai_decision
O23,1715850176.0,feedback
O23,1715850227.0,end_human_decision
O23,1715850232.0,end_human_ai_decision
O23,1715850234.0,feedback
O23,1715850290.0,end_human_decision
O23,1715850295.0,end_human_ai_decision
O23,1715850297.0,feedback
O23,1715850316.0,end_human_decision
O23,1715850318.0,end_human_ai_decision
O23,1715850320.0,feedback
O23,1715850349.0,end_human_decision
O23,1715850354.0,end_human_ai_decision
O23,1715850356.0,feedback
O23,1715850392.0,end_human_decision
O23,1715850395.0,end_human_ai_decision
O23,1715850397.0,feedback
O23,1715850437.0,end_human_decision
O23,1715850443.0,end_human_ai_decision
O23,1715850445.0,feedback
O24,1715852440.0,tutorial_task
O24,1715852462.0,end_human_decision
O24,1715852467.0,end_human_ai_decision
O24,1715852469.0,feedback
O24,1715852478.0,end_human_decision
O24,1715852480.0,end_human_ai_decision
O24,1715852482.0,feedback
O24,1715852508.0,end_human_decision
O24,1715852514.0,end_human_ai_decision
O24,1715852516.0,feedback
O24,1715852545.0,end_human_decision
O24,1715852548.0,end_human_ai_decision
O24,1715852550.0,feedback
O24,1715852572.0,end_human_decision
O24,1715852575.0,end_human_ai_decision
O24,1715852577.0,feedback
O24,1715852592.0,end_human_decision
O24,1715852603.0,end_human_ai_decision
O24,1715852605.0,feedback
O24,1715852627.0,end_human_decision
O24,1715852633.0,end_human_ai_decision
O24,1715852635.0,feedback
O24,1715852650.0,end_human_decision
O24,1715852653.0,end_human_ai_decision
O24,1715852655.0,feedback
O24,1715852661.0,end_human_decision
O24,1715852667.0,end_human_ai_decision
O24,1715852669.0,feedback
O24,1715852687.0,end_human_decision
O24,1715852692.0,end_human_ai_decision
O24,1715852694.0,feedback
O24,1715852705.0,end_human_decision
O24,1715852717.0,end_human_ai_decision
O24,1715852719.0,feedback
O24,1715852730.0,end_human_decision
O24,1715852735.0,end_human_ai_decision
O24,1715852737.0,feedback
O24,1715852752.0,end_human_decision
O24,1715852757.0,end_human_ai_decision
O24,1715852759.0,feedback
O24,1715852770.0,end_human_decision
O24,1715852774.0,end_human_ai_decision
O24,1715852776.0,feedback
O24,1715852789.0,end_human_decision
O24,1715852792.0,end_human_ai_decision
O24,1715852794.0,feedback
O25,1715854815.0,tutorial_task
O25,1715854831.0,end_human_decision
O25,1715854834.0,end_human_ai_decision
O25,1715854836.0,feedback
O25,1715854862.0,end_human_decision
O25,1715854877.0,end_human_ai_decision
O25,1715854879.0,feedback
O25,1715854885.0,end_human_decision
O25,1715854903.0,end_human_ai_decision
O25,1715854905.0,feedback
O25,1715854925.0,end_human_decision
O25,1715854929.0,end_human_ai_decision
O25,1715854931.0,feedback
O25,1715855029.0,end_human_decision
O25,1715855038.0,end_human_ai_decision
O25,1715855040.0,feedback
O25,1715855063.0,end_human_decision
O25,1715855067.0,end_human_ai_decision
O25,1715855069.0,feedback
O25,1715855079.0,end_human_decision
O25,1715855082.0,end_human_ai_decision
O25,1715855084.0,feedback
O25,1715855105.0,end_human_decision
O25,1715855110.0,end_human_ai_decision
O25,1715855112.0,feedback
O25,1715855130.0,end_human_decision
O25,1715855132.0,end_human_ai_decision
O25,1715855134.0,feedback
O25,1715855152.0,end_human_decision
O25,1715855155.0,end_human_ai_decision
O25,1715855157.0,feedback
O25,1715855178.0,end_human_decision
O25,1715855188.0,end_human_ai_decision
O25,1715855190.0,feedback
O25,1715855199.0,end_human_decision
O25,1715855201.0,end_human_ai_decision
O25,1715855203.0,feedback
O25,1715855216.0,end_human_decision
O25,1715855220.0,end_human_ai_decision
O25,1715855222.0,feedback
O25,1715855236.0,end_human_decision
O25,1715855238.0,end_human_ai_decision
O25,1715855240.0,feedback
O25,1715855251.0,end_human_decision
O25,1715855254.0,end_human_ai_decision
O25,1715855256.0,feedback
O26,1716380665.0,tutorial_task
O26,1716380694.0,end_human_decision
O26,1716380698.0,end_human_ai_decision
O26,1716380700.0,feedback
O26,1716380717.0,end_human_decision
O26,1716380731.0,end_human_ai_decision
O26,1716380733.0,feedback
O26,1716380774.0,end_human_decision
O26,1716380781.0,end_human_ai_decision
O26,1716380783.0,feedback
O26,1716380809.0,end_human_decision
O26,1716380813.0,end_human_ai_decision
O26,1716380815.0,feedback
O26,1716380847.0,end_human_decision
O26,1716380850.0,end_human_ai_decision
O26,1716380852.0,feedback
O26,1716380893.0,end_human_decision
O26,1716380910.0,end_human_ai_decision
O26,1716380912.0,feedback
O26,1716380933.0,end_human_decision
O26,1716380970.0,end_human_ai_decision
O26,1716380972.0,feedback
O26,1716380987.0,end_human_decision
O26,1716380993.0,end_human_ai_decision
O26,1716380995.0,feedback
O26,1716381019.0,end_human_decision
O26,1716381025.0,end_human_ai_decision
O26,1716381027.0,feedback
O26,1716381048.0,end_human_decision
O26,1716381079.0,end_human_ai_decision
O26,1716381081.0,feedback
O26,1716381111.0,end_human_decision
O26,1716381123.0,end_human_ai_decision
O26,1716381125.0,feedback
O26,1716381136.0,end_human_decision
O26,1716381139.0,end_human_ai_decision
O26,1716381141.0,feedback
O26,1716381163.0,end_human_decision
O26,1716381167.0,end_human_ai_decision
O26,1716381169.0,feedback
O26,1716381194.0,end_human_decision
O26,1716381246.0,end_human_ai_decision
O26,1716381248.0,feedback
O26,1716381305.0,end_human_decision
O26,1716381313.0,end_human_ai_decision
O26,1716381315.0,feedback
O27,1716383487.0,tutorial_task
O27,1716383522.0,end_human_decision
O27,1716383528.0,end_human_ai_decision
O27,1716383530.0,feedback
O27,1716383576.0,end_human_decision
O27,1716383580.0,end_human_ai_decision
O27,1716383582.0,feedback
O27,1716383641.0,end_human_decision
O27,1716383647.0,end_human_ai_decision
O27,1716383649.0,feedback
O27,1716383719.0,end_human_decision
O27,1716383724.0,end_human_ai_decision
O27,1716383726.0,feedback
O27,1716383779.0,end_human_decision
O27,1716383792.0,end_human_ai_decision
O27,1716383794.0,feedback
O27,1716383835.0,end_human_decision
O27,1716383839.0,end_human_ai_decision
O27,1716383841.0,feedback
O27,1716383888.0,end_human_decision
O27,1716383894.0,end_human_ai_decision
O27,1716383896.0,feedback
O27,1716383947.0,end_human_decision
O27,1716383950.0,end_human_ai_decision
O27,1716383952.0,feedback
O27,1716383995.0,end_human_decision
O27,1716383998.0,end_human_ai_decision
O27,1716384000.0,feedback
O27,1716384052.0,end_human_decision
O27,1716384055.0,end_human_ai_decision
O27,1716384057.0,feedback
O27,1716384110.0,end_human_decision
O27,1716384112.0,end_human_ai_decision
O27,1716384114.0,feedback
O27,1716384166.0,end_human_decision
O27,1716384169.0,end_human_ai_decision
O27,1716384171.0,feedback
O27,1716384217.0,end_human_decision
O27,1716384233.0,end_human_ai_decision
O27,1716384235.0,feedback
O27,1716384274.0,end_human_decision
O27,1716384286.0,end_human_ai_decision
O27,1716384288.0,feedback
O27,1716384322.0,end_human_decision
O27,1716384325.0,end_human_ai_decision
O27,1716384327.0,feedback
O28,1716386617.0,tutorial_task
O28,1716386625.0,end_human_decision
O28,1716386630.0,end_human_ai_decision
O28,1716386632.0,feedback
O28,1716386642.0,end_human_decision
O28,1716386646.0,end_human_ai_decision
O28,1716386648.0,feedback
O28,1716386660.0,end_human_decision
O28,1716386664.0,end_human_ai_decision
O28,1716386666.0,feedback
O28,1716386676.0,end_human_decision
O28,1716386680.0,end_human_ai_decision
O28,1716386682.0,feedback
O28,1716386688.0,end_human_decision
O28,1716386693.0,end_human_ai_decision
O28,1716386695.0,feedback
O28,1716386705.0,end_human_decision
O28,1716386709.0,end_human_ai_decision
O28,1716386711.0,feedback
O28,1716386720.0,end_human_decision
O28,1716386724.0,end_human_ai_decision
O28,1716386726.0,feedback
O28,1716386733.0,end_human_decision
O28,1716386738.0,end_human_ai_decision
O28,1716386740.0,feedback
O28,1716386747.0,end_human_decision
O28,1716386752.0,end_human_ai_decision
O28,1716386754.0,feedback
O28,1716386762.0,end_human_decision
O28,1716386766.0,end_human_ai_decision
O28,1716386768.0,feedback
O28,1716386774.0,end_human_decision
O28,1716386778.0,end_human_ai_decision
O28,1716386780.0,feedback
O28,1716386788.0,end_human_decision
O28,1716386794.0,end_human_ai_decision
O28,1716386796.0,feedback
O28,1716386801.0,end_human_decision
O28,1716386805.0,end_human_ai_decision
O28,1716386807.0,feedback
O28,1716386815.0,end_human_decision
O28,1716386819.0,end_human_ai_decision
O28,1716386821.0,feedback
O28,1716386831.0,end_human_decision
O28,1716386835.0,end_human_ai_decision
O28,1716386837.0,feedback
O29,1716388771.0,tutorial_task
O29,1716388810.0,end_human_decision
O29,1716388824.0,end_human_ai_decision
O29,1716388826.0,feedback
O29,1716388847.0,end_human_decision
O29,1716388850.0,end_human_ai_decision
O29,1716388852.0,feedback
O29,1716388861.0,end_human_decision
O29,1716388865.0,end_human_ai_decision
O29,1716388867.0,feedback
O29,1716388880.0,end_human_decision
O29,1716388885.0,end_human_ai_decision
O29,1716388887.0,feedback
O29,1716388895.0,end_human_decision
O29,1716388898.0,end_human_ai_decision
O29,1716388900.0,feedback
O29,1716388933.0,end_human_decision
O29,1716388936.0,end_human_ai_decision
O29,1716388938.0,feedback
O29,1716388943.0,end_human_decision
O29,1716388959.0,end_human_ai_decision
O29,1716388961.0,feedback
O29,1716388968.0,end_human_decision
O29,1716388973.0,end_human_ai_decision
O29,1716388975.0,feedback
O29,1716389000.0,end_human_decision
O29,1716389004.0,end_human_ai_decision
O29,1716389006.0,feedback
O29,1716389020.0,end_human_decision
O29,1716389023.0,end_human_ai_decision
O29,1716389025.0,feedback
O29,1716389030.0,end_human_decision
O29,1716389033.0,end_human_ai_decision
O29,1716389035.0,feedback
O29,1716389040.0,end_human_decision
O29,1716389044.0,end_human_ai_decision
O29,1716389046.0,feedback
O29,1716389053.0,end_human_decision
O29,1716389059.0,end_human_ai_decision
O29,1716389061.0,feedback
O29,1716389065.0,end_human_decision
O29,1716389071.0,end_human_ai_decision
O29,1716389073.0,feedback
O29,1716389078.0,end_human_decision
O29,1716389082.0,end_human_ai_decision
O29,1716389084.0,feedback
O30,1716395130.0,tutorial_task
O30,1716395168.0,end_human_decision
O30,1716395177.0,end_human_ai_decision
O30,1716395179.0,feedback
O30,1716395219.0,end_human_decision
O30,1716395228.0,end_human_ai_decision
O30,1716395230.0,feedback
O30,1716395273.0,end_human_decision
O30,1716395281.0,end_human_ai_decision
O30,1716395283.0,feedback
O30,1716395317.0,end_human_decision
O30,1716395322.0,end_human_ai_decision
O30,1716395324.0,feedback
O30,1716395383.0,end_human_decision
O30,1716395393.0,end_human_ai_decision
O30,1716395395.0,feedback
O30,1716395448.0,end_human_decision
O30,1716395455.0,end_human_ai_decision
O30,1716395457.0,feedback
O30,1716395496.0,end_human_decision
O30,1716395515.0,end_human_ai_decision
O30,1716395517.0,feedback
O30,1716395552.0,end_human_decision
O30,1716395559.0,end_human_ai_decision
O30,1716395561.0,feedback
O30,1716395581.0,end_human_decision
O30,1716395585.0,end_human_ai_decision
O30,1716395587.0,feedback
O30,1716395607.0,end_human_decision
O30,1716395611.0,end_human_ai_decision
O30,1716395613.0,feedback
O30,1716395652.0,end_human_decision
O30,1716395656.0,end_human_ai_decision
O30,1716395658.0,feedback
O30,1716395680.0,end_human_decision
O30,1716395683.0,end_human_ai_decision
O30,1716395685.0,feedback
O30,1716395697.0,end_human_decision
O30,1716395701.0,end_human_ai_decision
O30,1716395703.0,feedback
O30,1716395723.0,end_human_decision
O30,1716395727.0,end_human_ai_decision
O30,1716395729.0,feedback
O30,1716395743.0,end_human_decision
O30,1716395746.0,end_human_ai_decision
O30,1716395748.0,feedback
O31,1716397214.0,tutorial_task
O31,1716397224.0,end_human_decision
O31,1716397226.0,end_human_ai_decision
O31,1716397228.0,feedback
O31,1716397233.0,end_human_decision
O31,1716397239.0,end_human_ai_decision
O31,1716397241.0,feedback
O31,1716397265.0,end_human_decision
O31,1716397270.0,end_human_ai_decision
O31,1716397272.0,feedback
O31,1716397282.0,end_human_decision
O31,1716397287.0,end_human_ai_decision
O31,1716397289.0,feedback
O31,1716397294.0,end_human_decision
O31,1716397300.0,end_human_ai_decision
O31,1716397302.0,feedback
O31,1716397313.0,end_human_decision
O31,1716397317.0,end_human_ai_decision
O31,1716397319.0,feedback
O31,1716397326.0,end_human_decision
O31,1716397329.0,end_human_ai_decision
O31,1716397331.0,feedback
O31,1716397336.0,end_human_decision
O31,1716397339.0,end_human_ai_decision
O31,1716397341.0,feedback
O31,1716397354.0,end_human_decision
O31,1716397368.0,end_human_ai_decision
O31,1716397370.0,feedback
O31,1716397375.0,end_human_decision
O31,1716397382.0,end_human_ai_decision
O31,1716397384.0,feedback
O31,1716397390.0,end_human_decision
O31,1716397396.0,end_human_ai_decision
O31,1716397398.0,feedback
O31,1716397415.0,end_human_decision
O31,1716397420.0,end_human_ai_decision
O31,1716397422.0,feedback
O31,1716397426.0,end_human_decision
O31,1716397430.0,end_human_ai_decision
O31,1716397432.0,feedback
O31,1716397436.0,end_human_decision
O31,1716397443.0,end_human_ai_decision
O31,1716397445.0,feedback
O31,1716397453.0,end_human_decision
O31,1716397457.0,end_human_ai_decision
O31,1716397459.0,feedback
O32,1716399309.0,tutorial_task
O32,1716399351.0,end_human_decision
O32,1716399357.0,end_human_ai_decision
O32,1716399359.0,feedback
O32,1716399393.0,end_human_decision
O32,1716399399.0,end_human_ai_decision
O32,1716399401.0,feedback
O32,1716399436.0,end_human_decision
O32,1716399439.0,end_human_ai_decision
O32,1716399441.0,feedback
O32,1716399469.0,end_human_decision
O32,1716399475.0,end_human_ai_decision
O32,1716399477.0,feedback
O32,1716399506.0,end_human_decision
O32,1716399510.0,end_human_ai_decision
O32,1716399512.0,feedback
O32,1716399542.0,end_human_decision
O32,1716399557.0,end_human_ai_decision
O32,1716399559.0,feedback
O32,1716399606.0,end_human_decision
O32,1716399611.0,end_human_ai_decision
O32,1716399613.0,feedback
O32,1716399646.0,end_human_decision
O32,1716399649.0,end_human_ai_decision
O32,1716399651.0,feedback
O32,1716399683.0,end_human_decision
O32,1716399687.0,end_human_ai_decision
O32,1716399689.0,feedback
O32,1716399720.0,end_human_decision
O32,1716399730.0,end_human_ai_decision
O32,1716399732.0,feedback
O32,1716399753.0,end_human_decision
O32,1716399756.0,end_human_ai_decision
O32,1716399758.0,feedback
O32,1716399776.0,end_human_decision
O32,1716399779.0,end_human_ai_decision
O32,1716399781.0,feedback
O32,1716399810.0,end_human_decision
O32,1716399814.0,end_human_ai_decision
O32,1716399816.0,feedback
O32,1716399841.0,end_human_decision
O32,1716399845.0,end_human_ai_decision
O32,1716399847.0,feedback
O32,1716399882.0,end_human_decision
O32,1716399886.0,end_human_ai_decision
O32,1716399888.0,feedback
O33,1716975131.0,tutorial_task
O33,1716975174.0,end_human_decision
O33,1716975187.0,end_human_ai_decision
O33,1716975189.0,feedback
O33,1716975247.0,end_human_decision
O33,1716975250.0,end_human_ai_decision
O33,1716975252.0,feedback
O33,1716975309.0,end_human_decision
O33,1716975315.0,end_human_ai_decision
O33,1716975317.0,feedback
O33,1716975367.0,end_human_decision
O33,1716975372.0,end_human_ai_decision
O33,1716975374.0,feedback
O33,1716975415.0,end_human_decision
O33,1716975452.0,end_human_ai_decision
O33,1716975454.0,feedback
O33,1716975502.0,end_human_decision
O33,1716975505.0,end_human_ai_decision
O33,1716975507.0,feedback
O33,1716975539.0,end_human_decision
O33,1716975555.0,end_human_ai_decision
O33,1716975557.0,feedback
O33,1716975586.0,end_human_decision
O33,1716975590.0,end_human_ai_decision
O33,1716975592.0,feedback
O33,1716975622.0,end_human_decision
O33,1716975629.0,end_human_ai_decision
O33,1716975631.0,feedback
O33,1716975654.0,end_human_decision
O33,1716975657.0,end_human_ai_decision
O33,1716975659.0,feedback
O33,1716975687.0,end_human_decision
O33,1716975689.0,end_human_ai_decision
O33,1716975691.0,feedback
O33,1716975707.0,end_human_decision
O33,1716975709.0,end_human_ai_decision
O33,1716975711.0,feedback
O33,1716975744.0,end_human_decision
O33,1716975746.0,end_human_ai_decision
O33,1716975748.0,feedback
O33,1716975765.0,end_human_decision
O33,1716975768.0,end_human_ai_decision
O33,1716975770.0,feedback
O33,1716975802.0,end_human_decision
O33,1716975805.0,end_human_ai_decision
O33,1716975807.0,feedback
O34,1716978573.0,tutorial_task
O34,1716978591.0,end_human_decision
O34,1716978595.0,end_human_ai_decision
O34,1716978597.0,feedback
O34,1716978607.0,end_human_decision
O34,1716978611.0,end_human_ai_decision
O34,1716978613.0,feedback
O34,1716978627.0,end_human_decision
O34,1716978634.0,end_human_ai_decision
O34,1716978636.0,feedback
O34,1716978650.0,end_human_decision
O34,1716978655.0,end_human_ai_decision
O34,1716978657.0,feedback
O34,1716978676.0,end_human_decision
O34,1716978679.0,end_human_ai_decision
O34,1716978681.0,feedback
O34,1716978697.0,end_human_decision
O34,1716978700.0,end_human_ai_decision
O34,1716978702.0,feedback
O34,1716978715.0,end_human_decision
O34,1716978720.0,end_human_ai_decision
O34,1716978722.0,feedback
O34,1716978735.0,end_human_decision
O34,1716978744.0,end_human_ai_decision
O34,1716978746.0,feedback
O34,1716978759.0,end_human_decision
O34,1716978763.0,end_human_ai_decision
O34,1716978765.0,feedback
O34,1716978773.0,end_human_decision
O34,1716978776.0,end_human_ai_decision
O34,1716978778.0,feedback
O34,1716978783.0,end_human_decision
O34,1716978786.0,end_human_ai_decision
O34,1716978788.0,feedback
O34,1716978796.0,end_human_decision
O34,1716978799.0,end_human_ai_decision
O34,1716978801.0,feedback
O34,1716978806.0,end_human_decision
O34,1716978809.0,end_human_ai_decision
O34,1716978811.0,feedback
O34,1716978822.0,end_human_decision
O34,1716978825.0,end_human_ai_decision
O34,1716978827.0,feedback
O34,1716978836.0,end_human_decision
O34,1716978839.0,end_human_ai_decision
O34,1716978841.0,feedback
OX20,1715333656.0,tutorial_task
OX20,1715333686.0,end_human_decision
OX20,1715333708.0,end_human_ai_decision
OX20,1715333710.0,feedback
OX20,1715333738.0,end_human_decision
OX20,1715333759.0,end_human_ai_decision
OX20,1715333761.0,feedback
OX20,1715333783.0,end_human_decision
OX20,1715333797.0,end_human_ai_decision
OX20,1715333799.0,feedback
OX20,1715333826.0,end_human_decision
OX20,1715333842.0,end_human_ai_decision
OX20,1715333844.0,feedback
OX20,1715333882.0,end_human_decision
OX20,1715333909.0,end_human_ai_decision
OX20,1715333911.0,feedback
OX20,1715333946.0,end_human_decision
OX20,1715333964.0,end_human_ai_decision
OX20,1715333966.0,feedback
OX20,1715333990.0,end_human_decision
OX20,1715334025.0,end_human_ai_decision
OX20,1715334027.0,feedback
OX20,1715334048.0,end_human_decision
OX20,1715334063.0,end_human_ai_decision
OX20,1715334065.0,feedback
OX20,1715334084.0,end_human_decision
OX20,1715334106.0,end_human_ai_decision
OX20,1715334108.0,feedback
OX20,1715334132.0,end_human_decision
OX20,1715334166.0,end_human_ai_decision
OX20,1715334168.0,feedback
OX20,1715334188.0,end_human_decision
OX20,1715334208.0,end_human_ai_decision
OX20,1715334210.0,feedback
OX20,1715334235.0,end_human_decision
OX20,1715334257.0,end_human_ai_decision
OX20,1715334259.0,feedback
OX20,1715334294.0,end_human_decision
OX20,1715334319.0,end_human_ai_decision
OX20,1715334321.0,feedback
OX20,1715334343.0,end_human_decision
OX20,1715334363.0,end_human_ai_decision
OX20,1715334365.0,feedback
OX20,1715334390.0,end_human_decision
OX20,1715334405.0,end_human_ai_decision
OX20,1715334407.0,feedback
OX21,1715335904.0,tutorial_task
OX21,1715335918.0,end_human_decision
OX21,1715335926.0,end_human_ai_decision
OX21,1715335928.0,feedback
OX21,1715335943.0,end_human_decision
OX21,1715335949.0,end_human_ai_decision
OX21,1715335951.0,feedback
OX21,1715335959.0,end_human_decision
OX21,1715335964.0,end_human_ai_decision
OX21,1715335966.0,feedback
OX21,1715335973.0,end_human_decision
OX21,1715335977.0,end_human_ai_decision
OX21,1715335979.0,feedback
OX21,1715335986.0,end_human_decision
OX21,1715336021.0,end_human_ai_decision
OX21,1715336023.0,feedback
OX21,1715336037.0,end_human_decision
OX21,1715336046.0,end_human_ai_decision
OX21,1715336048.0,feedback
OX21,1715336055.0,end_human_decision
OX21,1715336069.0,end_human_ai_decision
OX21,1715336071.0,feedback
OX21,1715336080.0,end_human_decision
OX21,1715336094.0,end_human_ai_decision
OX21,1715336096.0,feedback
OX21,1715336105.0,end_human_decision
OX21,1715336109.0,end_human_ai_decision
OX21,1715336111.0,feedback
OX21,1715336118.0,end_human_decision
OX21,1715336121.0,end_human_ai_decision
OX21,1715336123.0,feedback
OX21,1715336146.0,end_human_decision
OX21,1715336152.0,end_human_ai_decision
OX21,1715336154.0,feedback
OX21,1715336164.0,end_human_decision
OX21,1715336170.0,end_human_ai_decision
OX21,1715336172.0,feedback
OX21,1715336182.0,end_human_decision
OX21,1715336194.0,end_human_ai_decision
OX21,1715336196.0,feedback
OX21,1715336209.0,end_human_decision
OX21,1715336214.0,end_human_ai_decision
OX21,1715336216.0,feedback
OX21,1715336223.0,end_human_decision
OX21,1715336226.0,end_human_ai_decision
OX21,1715336228.0,feedback
OX22,1715338898.0,tutorial_task
OX22,1715338916.0,end_human_decision
OX22,1715338934.0,end_human_ai_decision
OX22,1715338936.0,feedback
OX22,1715338964.0,end_human_decision
OX22,1715338988.0,end_human_ai_decision
OX22,1715338990.0,feedback
OX22,1715339013.0,end_human_decision
OX22,1715339032.0,end_human_ai_decision
OX22,1715339034.0,feedback
OX22,1715339072.0,end_human_decision
OX22,1715339089.0,end_human_ai_decision
OX22,1715339091.0,feedback
OX22,1715339127.0,end_human_decision
OX22,1715339153.0,end_human_ai_decision
OX22,1715339155.0,feedback
OX22,1715339174.0,end_human_decision
OX22,1715339193.0,end_human_ai_decision
OX22,1715339195.0,feedback
OX22,1715339221.0,end_human_decision
OX22,1715339243.0,end_human_ai_decision
OX22,1715339245.0,feedback
OX22,1715339273.0,end_human_decision
OX22,1715339293.0,end_human_ai_decision
OX22,1715339295.0,feedback
OX22,1715339307.0,end_human_decision
OX22,1715339330.0,end_human_ai_decision
OX22,1715339332.0,feedback
OX22,1715339358.0,end_human_decision
OX22,1715339380.0,end_human_ai_decision
OX22,1715339382.0,feedback
OX22,1715339412.0,end_human_decision
