ID,fixation_duration,fixation_duration_elmo,fixation_count,fixation_count_elmo,probability_elmo,proportion_elmo,task,XAI_value,underreliance
O29,1.536024808883667,0.0,3,1,0.3333333333333333,0.0,11,0,1
O30,1.6921838311588062,0.0,17,1,0.058823529411764705,0.0,7,0,1
O30,0.475793441136678,0.0,3,1,0.3333333333333333,0.0,7,0,1
O31,1.6288133064905803,0.0,6,1,0.16666666666666666,0.0,9,0,1
O31,0.697533905506134,0.0,12,1,0.08333333333333333,0.0,9,0,1
O32,0.646168555532183,0.0,28,1,0.03571428571428571,0.0,14,0,1
O32,2.527756452560425,0.0,2,1,0.5,0.0,14,0,1
O33,1.4894667182649886,0.3724560439586639,14,8,0.5714285714285714,0.2500599975758578,11,0,1
O33,0.1285088062286377,0.0999255180358886,1,1,1.0,0.7775772024378247,11,0,1
O33,3.086755752563477,0.0,2,1,0.5,0.0,14,0,1
O33,0.5631084442138672,0.0,1,1,1.0,0.0,14,0,1
OX20,4.265764760971069,0.2420957814092221,5,23,4.6,0.0567531954936284,7,1,1
OX20,2.023203939199448,0.3400804413689507,16,45,2.8125,0.16809004509130973,7,1,1
OX22,2.938545525074005,0.0,8,1,0.125,0.0,7,1,1
OX22,1.7614653640323217,0.1257137060165405,9,2,0.2222222222222222,0.07136882085989954,7,1,1
OX24,1.124704698721568,0.3714926838874817,12,4,0.3333333333333333,0.330302420101695,2,1,1
OX24,1.006458494398329,0.5242229302724203,27,21,0.7777777777777778,0.520858965561025,2,1,1
OX25,2.298222984586443,0.0,7,1,0.14285714285714285,0.0,7,1,1
OX25,1.008454684857969,0.0,27,1,0.037037037037037035,0.0,7,1,1
OX26,1.09544038772583,0.0,22,1,0.045454545454545456,0.0,1,1,1
OX26,1.913255262374878,0.0,10,1,0.1,0.0,1,1,1
OX26,1.0977647701899211,0.0,12,1,0.08333333333333333,0.0,2,1,1
OX26,1.6229239845275878,0.0,25,1,0.04,0.0,2,1,1
OX26,1.022780248097011,0.0,14,1,0.07142857142857142,0.0,6,1,1
OX26,1.019473373889923,0.0,16,1,0.0625,0.0,6,1,1
OX26,1.4673362970352173,0.0,4,1,0.25,0.0,7,1,1
OX26,1.073451966047287,0.0,16,1,0.0625,0.0,7,1,1
OX26,0.9361178278923036,0.0,8,1,0.125,0.0,14,1,1
OX26,1.1192928473154704,0.0,15,1,0.06666666666666667,0.0,14,1,1
OX26,1.8819450855255129,0.0,5,1,0.2,0.0,15,1,1
OX26,1.506914883852005,0.0,8,1,0.125,0.0,15,1,1
OX29,1.4410749912261962,0.0,5,1,0.2,0.0,7,1,1
OX29,1.6020061140475066,0.0,23,1,0.043478260869565216,0.0,7,1,1
OX31,4.446810603141785,0.0,2,1,0.5,0.0,7,1,1
OX31,0.8650175333023071,0.0,16,1,0.0625,0.0,7,1,1
OX32,1.1664600019101743,0.2743698462196018,27,46,1.7037037037037037,0.23521582031985547,1,1,1
OX32,0.8536743640899658,0.485396248953683,30,14,0.4666666666666667,0.5685964922598153,1,1,1
OX32,0.7657099678402856,0.0,21,1,0.047619047619047616,0.0,2,1,1
OX32,0.558258158189279,0.1112060546875,54,4,0.07407407407407407,0.19920184426538246,2,1,1
OX32,0.7103032097220421,0.1434061867850167,32,14,0.4375,0.20189432459573825,6,1,1
OX32,0.6783638125971744,0.2131995558738708,38,4,0.10526315789473684,0.31428497793480153,6,1,1
OX32,0.68123117515019,0.0,28,1,0.03571428571428571,0.0,7,1,1
OX32,0.7342880879129682,0.0,28,1,0.03571428571428571,0.0,7,1,1
O21,2.0176339149475098,1.102602481842041,5,1,0.2,0.5464829242180567,7,0,1
O21,0.6437617329990163,0.0,17,1,0.058823529411764705,0.0,7,0,1
O21,1.2288453380266826,0.2017405209717927,12,27,2.25,0.16417079898415354,14,0,1
O21,0.4053905540042453,0.3447098391396658,18,7,0.3888888888888889,0.850315419870528,14,0,1
O24,0.8249390125274658,0.0,4,1,0.25,0.0,2,0,1
O24,5.208802580833435,0.0,2,1,0.5,0.0,6,0,1
O24,0.9912896951039633,0.0,3,1,0.3333333333333333,0.0,6,0,1
O24,1.269866704940796,0.0,2,1,0.5,0.0,9,0,1
O24,1.041204531987508,0.0,6,1,0.16666666666666666,0.0,9,0,1
O24,0.9082750976085664,0.0,8,1,0.125,0.0,11,0,1
O24,1.1957132418950398,0.0,6,1,0.16666666666666666,0.0,11,0,1
O25,0.983558434706468,0.0,13,1,0.07692307692307693,0.0,2,0,1
O25,2.408689546585083,0.0,5,1,0.2,0.0,2,0,1
O25,0.6636755019426346,0.4443024794260661,16,3,0.1875,0.6694574052011186,6,0,1
O25,1.3342126607894895,0.0,2,1,0.5,0.0,6,0,1
O25,0.9551031291484832,0.0,8,1,0.125,0.0,7,0,1
O25,0.5182995796203613,0.0,3,1,0.3333333333333333,0.0,7,0,1
O26,1.879883936473301,0.387798547744751,7,12,1.7142857142857142,0.20628855868212195,2,0,1
O26,0.8941202813928778,0.0,11,1,0.09090909090909091,0.0,2,0,1
O26,1.696516990661621,0.0,20,1,0.05,0.0,6,0,1
O26,1.126471757888794,0.0,9,1,0.1111111111111111,0.0,6,0,1
O29,0.7063010120391846,0.0,25,1,0.04,0.0,2,0,1
O29,1.0716803868611653,0.1002228260040283,3,1,0.3333333333333333,0.09351932463518345,2,0,1
O29,0.882610559463501,0.2124526500701904,2,1,0.5,0.24070939078649903,11,0,1
O29,1.536024808883667,0.0,3,1,0.3333333333333333,0.0,11,0,1
O30,1.6921838311588062,0.0,17,1,0.058823529411764705,0.0,7,0,1
O30,0.475793441136678,0.0,3,1,0.3333333333333333,0.0,7,0,1
O31,1.6288133064905803,0.0,6,1,0.16666666666666666,0.0,9,0,1
O31,0.697533905506134,0.0,12,1,0.08333333333333333,0.0,9,0,1
O32,0.646168555532183,0.0,28,1,0.03571428571428571,0.0,14,0,1
O32,2.527756452560425,0.0,2,1,0.5,0.0,14,0,1
O33,1.4894667182649886,0.3724560439586639,14,8,0.5714285714285714,0.2500599975758578,11,0,1
O33,0.1285088062286377,0.0999255180358886,1,1,1.0,0.7775772024378247,11,0,1
O33,3.086755752563477,0.0,2,1,0.5,0.0,14,0,1
O33,0.5631084442138672,0.0,1,1,1.0,0.0,14,0,1
OX20,4.265764760971069,0.2420957814092221,5,23,4.6,0.0567531954936284,7,1,1
OX20,2.023203939199448,0.3400804413689507,16,45,2.8125,0.16809004509130973,7,1,1
OX22,2.938545525074005,0.0,8,1,0.125,0.0,7,1,1
OX22,1.7614653640323217,0.1257137060165405,9,2,0.2222222222222222,0.07136882085989954,7,1,1
OX24,1.124704698721568,0.3714926838874817,12,4,0.3333333333333333,0.330302420101695,2,1,1
OX24,1.006458494398329,0.5242229302724203,27,21,0.7777777777777778,0.520858965561025,2,1,1
OX25,2.298222984586443,0.0,7,1,0.14285714285714285,0.0,7,1,1
OX25,1.008454684857969,0.0,27,1,0.037037037037037035,0.0,7,1,1
OX26,1.09544038772583,0.0,22,1,0.045454545454545456,0.0,1,1,1
OX26,1.913255262374878,0.0,10,1,0.1,0.0,1,1,1
OX26,1.0977647701899211,0.0,12,1,0.08333333333333333,0.0,2,1,1
OX26,1.6229239845275878,0.0,25,1,0.04,0.0,2,1,1
OX26,1.022780248097011,0.0,14,1,0.07142857142857142,0.0,6,1,1
OX26,1.019473373889923,0.0,16,1,0.0625,0.0,6,1,1
OX26,1.4673362970352173,0.0,4,1,0.25,0.0,7,1,1
OX26,1.073451966047287,0.0,16,1,0.0625,0.0,7,1,1
OX26,0.9361178278923036,0.0,8,1,0.125,0.0,14,1,1
OX26,1.1192928473154704,0.0,15,1,0.06666666666666667,0.0,14,1,1
OX26,1.8819450855255129,0.0,5,1,0.2,0.0,15,1,1
OX26,1.506914883852005,0.0,8,1,0.125,0.0,15,1,1
OX29,1.4410749912261962,0.0,5,1,0.2,0.0,7,1,1
OX29,1.6020061140475066,0.0,23,1,0.043478260869565216,0.0,7,1,1
OX31,4.446810603141785,0.0,2,1,0.5,0.0,7,1,1
OX31,0.8650175333023071,0.0,16,1,0.0625,0.0,7,1,1
OX32,1.1664600019101743,0.2743698462196018,27,46,1.7037037037037037,0.23521582031985547,1,1,1
OX32,0.8536743640899658,0.485396248953683,30,14,0.4666666666666667,0.5685964922598153,1,1,1
OX32,0.7657099678402856,0.0,21,1,0.047619047619047616,0.0,2,1,1
OX32,0.558258158189279,0.1112060546875,54,4,0.07407407407407407,0.19920184426538246,2,1,1
OX32,0.7103032097220421,0.1434061867850167,32,14,0.4375,0.20189432459573825,6,1,1
OX32,0.6783638125971744,0.2131995558738708,38,4,0.10526315789473684,0.31428497793480153,6,1,1
OX32,0.68123117515019,0.0,28,1,0.03571428571428571,0.0,7,1,1
OX32,0.7342880879129682,0.0,28,1,0.03571428571428571,0.0,7,1,1
